법률분류,기본질문,기본답변
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,구수증서에 의한 유언,"구수증서(口授證書)에 의한 유언은 질병 기타 급박한 사유로 보통의 방식에 의하여 유언할 수 없는 경우에 유언자가 2인 이상의 증인의 참여로 그 중 1인에게 유언의 취지를 구수하고, 그 구수를 받은 사람이 이를 필기·낭독하여 유언자와 증인이 그 정확함을 승인한 후 각자가 서명 또는 기명·날인하는 방법의 유언입니다(민법 제1070조 제1항)."
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,구수증서에 의한 유언의 요건,민법 제1070조 제1항은 “구수증서에 의한 유언은 질병 기타 급박한 사유로 인하여 전4조의 방식에 의할 수 없는 경우에 유언자가 2인 이상의 증인의 참여로 그 1인에게 유언의 취지를 구수하고 그 구수를 받은 자가 이를 필기낭독하여 유언자의 증인이 그 정확함을 승인한 후 각자 서명 또는 기명날인하여야 한다.”고 규정하고 있습니다.
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,구수증서에 의한 유언의 효력,"구수증서(口授證書)에 의한 유언은 질병 기타 급박한 사유로 보통의 방식에 의하여 유언할 수 없는 경우에 유언자가 2인 이상의 증인의 참여로 그 중 1인에게 유언의 취지를 구수하고, 그 구수를 받은 사람이 이를 필기·낭독하여 유언자와 증인이 그 정확함을 승인한 후 각자가 서명 또는 기명·날인하는 방법의 유언입니다(민법 제1070조 제1항).구수증서에 의한 유언은 다음과 같은 요건을 갖추어야 합니다. 첫째, 질병 기타 급박한 사유로 인하여 다른 방식에 의한 유언을 할 수 없는 경우에 한하여 인정됩니다. 기타 급박한 사유란 것은 부상한 경우, 전염병 때문에 교통이 차단된 상태에 있는 경우, 조난한 선박 중에 있는 경우 등을 말합니다. 판례도 “민법 제1065조 내지 제1070조가 유언의 방식을 엄격하게 규정한 것은 유언자의 진의를 명확히 하고 그로 인한 법적 분쟁과 혼란을 예방하기 위한 것이므로, 법정된 요건과 방식에 어긋난 유언은 그것이 유언자의 진정한 의사에 합치하더라도 무효라고 하지 않을 수 없는바, 민법 제1070조 제1항이 구수증서에 의한 유언은 질병 기타 급박한 사유로 인하여 민법 제1066조 내지 제1069조 소정의 자필증서, 녹음, 공정증서 및 비밀증서의 방식에 의하여 할 수 없는 경우에 허용되는 것으로 규정하고 있는 이상, 유언자가 질병 기타 급박한 사유에 있는지 여부를 판단함에 있어서는 유언자의 진의를 존중하기 위하여 유언자의 주관적 입장을 고려할 필요가 있을지 모르지만, 자필증서, 녹음, 공정증서 및 비밀증서의 방식에 의한 유언이 객관적으로 가능한 경우까지 구수증서에 의한 유언을 허용하여야 하는 것은 아니다.”라고 하였습니다(대법원 1999. 9. 3. 선고 98다17800 판결).둘째, 2인 이상의 증인의 참여와 그 중 1인에게 유언의 취지를 구수하여야 합니다. 증인이 1인밖에 참여하지 않을 때는 그 유언은 무효입니다.셋째, 구수를 받은 사람이 이를 필기·낭독하여 유언자와 증인이 그 정확함을 승인한 후 각자가 서명 또는 기명하고 날인하여야 합니다.넷째, 구수증서에 의한 유언은 그 증인 또는 이해관계인이 급박한 사유가 종료한 날로부터 7일 내에 가정법원에 검인을 신청하여야 하며(민법 제1070조 제2항), 가정법원은 이 검인을 심판으로써 합니다(가사소송법 제2조 제1항 라류 사건 제40호).다섯째, 피성년후견인이 구수증서에 의한 유언을 하는 경우에는 그 의사능력이 회복되어 있어야 합니다(민법 제1063조 제1항). 다만, 구수증서에 의한 유언의 경우에는 사실상 의사의 참여가 불가능한 경우가 많기 때문에 의사가 심신회복의 상태를 유언서에 서명·날인할 필요는 없습니다(민법 제1070조 제3항, 제1063조 제2항).따라서 귀하의 경우에는 구수증서에 의한 유언의 요건 중 급박한 사정이 당시 존재하였다고 보기가 어려워 유언으로서의 효력이 없을 것으로 보입니다. 그러므로 상속인들 사이에 상속분에 대하여 원만한 합의가 이루어지지 않는다면 법정상속지분에 의하여 상속재산을 분할하여야 할 것으로 보입니다."
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,무인의 경우 자필증서에 의한 유언의 효력,판례는 민법 제1066조 제1항 에서 말하는 날인은 무인도 포함되므로 자필증서에의한 유언은 유효합니다(전주지방법원 1997. 11. 12. 95느127 심판).
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,복사본에 날인된 자필증서의 효력 여부,"유언의 엄격한 요식성에 근거할 때 유언자가 날인하여야 할 문서는 문서의 원본이지 복사본에 날인하는 것은 자필증서에 의한 유언으로 유효하지 않습니다.민법 제1066조(자필증서에 의한 유언)에 따라 자필증서에 의한 유언은 유언자가 그 전문과 연월일, 주소, 성명을 자서하고 날인하여야 합니다. 한편 판례는, 자필증서에 의한 유언은 유언자가 그 전문과 연월일, 주소, 성명을 자서하고 날인하여야 유효하므로( 민법 제1066조 제1항 ), 유언의 엄격한 요식성에 근거할 때 유언자가 날인하여야 할 문서는 문서의 원본이지 복사본에 날인하는 것은 자필증서에 의한 유언으로 유효하지 않다고 합니다(제주지방법원 2008. 4. 23. 선고 2007가단22957 판결). 따라서 위 복사본에 날인된 자필증서에 의한 유언은 유언으로서 효력이 없습니다. "
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,비밀증서에 의한 유언,민법 제1069조(비밀증서에 의한 유언)에 따라서 비밀증서에 의한 유언은 유언자가 필자의 성명을 기입한 증서를 엄봉날인하고 이를 2인 이상의 증인의 면전에 제출하여 자기의 유언서임을 표시한 후 그 봉서표면에 제출연월일을 기재하고 유언자와 증인이 각자 서명 또는 기명날인하여야 합니다. 이에 따른 방식에 의한 유언봉서는 그 표면에 기재된 날로부터 5일내에 공증인 또는 법원서기에게 제출하여 그 봉인상에 확정일자인을 받아야 합니다.
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,"아버지는 생전에 자신의 재산을 큰오빠에게만 물려주겠다고 말씀하시곤 했습니다. 다만 돌아가실 때 별다른 유언을 하지 않으셨고, 유언장을 작성하신 적도 없습니다. 정말 어머니와 저는 유산을 받을 수 없나요?","민법 제1060조에 따라 유언은 본법의 정한 방식에 의하지 아니하면 효력이 생하지 아니합니다. 따라서 민법 제1065조 이하에 규정된 유언의 방식에 따라 하여야 합니다. 즉 자필증서, 녹음, 공정증서, 비밀증서와 구수증서의 형식에 따라 하여야 하며, 그렇지 않으면 무효로 됩니다.  "
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,연월(年月)만 기재하고 일(日)의 기재가 없는 자필유언증서의 효력 여부,"제1070조가 유언의 방식을 엄격하게 규정한 것은 유언자의 진의를 명확히 하고 그로 인한 법적 분쟁과 혼란을 예방하기 위한 것이므로, 법정된 요건과 방식에 어긋난 유언은 그것이 유언자의 진정한 의사에 합치하더라도 그 유언은 무효입니다."
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,유언에 참여할 증인의 자격,"증인은 민법상 5가지 방식(자필, 녹음, 공정증서, 비밀증서, 구수증서)에 의한 유언 중 자필에 의한 유언을 제외하고 증인이 필요합니다. 증인의 숫자는 녹음유언의 경우 1명 이상, 나머지(공정증서, 비밀증서, 구수증서)는 2명 이상이 필요합니다. 위 증인 자격에 대해 민법 제1072조에서 증인의 결격사유를 규정하고 있습니다. 만약 유언에 증인결격자가 증인으로 참여한 경우에는 그 유언은 전체가 무효가 됩니다."
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,유언의 종류는?,"◇ 자필증서에 의한 유언유언자가 유언서의 전문과 그 작성의 연월일, 주소·성명을 자서하고 날인함으로써 성립한다.  ◇ 녹음에 의한 유언유언자가 유언의 취지·그 성명과 연월일을 구술·녹음하고, 이에 참여한 증인이 유언의 정확성과 그 성명을 구술·녹음함으로써 성립한다.  ◇ 공정증서에 의한 유언증인 2인의 참여하에 유언자가 공증인의 면전에서 유언의 취지를 구수하고, 공증인이이를 필기한 후 낭독하여, 유언자와 증인이 그 정확함을 승인한 다음에, 각자 서명 또는 기명 날인함으로써 성립한다.  ◇ 비밀증서에 의한 유언서면자체에 특별한 방식이 없고 다만, 유언자가 유언서를 봉하고, 그 표면에 2인 이상의 증인의 서명 또는 기명날인을 받은 다음 5일 내에 공증인 또는 법원서기의 확정일자인을 받아두는 것이다.  ◇ 구수증서에 의한 유언유언자가 급박한 사정으로 위 4종의 방식에 의한 유언을 할 수 없는 때에 할 수 있는방식으로 유언자가 2인 이상의 증인이 참여한 가운데서 그 1인에게 유언의 취지를 구수하고, 구수를 받은 자가 이를 필기·낭독하여 유언자와 증인이 정확함을 승인한후, 각자 서명 또는 기명 날인함으로써 성립한다."
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,"유언자의 진정한 의사에 합치하나, 요건·방식에 어긋나는 유언의 효력 여부","민법이 정한 요건과 방식에 어긋나는 유언이라면, 비록 그것이 유언자의 진정한 의사에 합치한다 하더라도, 그 하자의 치유를 인정할 수 없어 여전히 그 유언은 무효입니다"
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,자필증서에 의한 유언의 방식에 있어서 민법 제1066조 제1항 에서 말하는 유언자의 날인에 무인도 포함되는지요?,"민법 제1066조(자필증서에 의한 유언)에 따라 자필증서에 의한 유언은 유언자가 그 전문과 연월일, 주소, 성명을 자서하고 날인하여야 합니다. 판례는 민법 제1066조 제1항 에서 말하는 날인은 무인도 포함된다고 봄이 상당하다고 합니다(전주지방법원 1997. 11. 12.  95느127 심판). 따라서 위 자필증서에 의한 유언은 유효합니다."
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,자필증서에 의한 유언의 효력,"민법 제1066조 제1항은 “자필증서에 의한 유언은 유언자가 그 전문과 연월일, 주소, 성명을 자서하고 날인하여야 한다.”고 규정하고 있습니다."
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,자필증서에 의한 유언의 효력 여부(주소를 자서하지 않은 경우),"민법 제1066조 제1항은 “자필증서에 의한 유언은 유언자가 그 전문과 연월일, 주소, 성명을 자서하고 날인하여야 한다.”고 규정하고 있으므로, ""민법 제1066조 제1항은 “자필증서에 의한 유언은 유언자가 그 전문과 연월일, 주소, 성명을 자서하고 날인하여야 한다.”고 규정하고 있습니다.그리고 유언자가 자필증서에 의한 유언을 하면서 주소를 자서하지 않은 경우 그 유언의 효력과 관련하여 대법원은 “민법 제1065조 내지 제1070조가 유언의 방식을 엄격하게 규정한 것은 유언자의 진의를 명확히 하고 그로 인한 법적 분쟁과 혼란을 예방하기 위한 것이므로, 법정된 요건과 방식에 어긋난 유언은 그것이 유언자의 진정한 의사에 합치하더라도 무효이다. 따라서 자필증서에 의한 유언은 민법 제1066조 제1항의 규정에 따라 유언자가 전문과 연월일, 주소, 성명을 모두 자서하고 날인하여야만 효력이 있고, 유언자가 주소를 자서하지 않았다면 이는 법정된 요건과 방식에 어긋난 유언으로서 효력을 부정하지 않을 수 없으며, 유언자의 특정에 지장이 없다고 하여 달리 볼 수 없다. 여기서 자서가 필요한 주소는 반드시 주민등록법에 의하여 등록된 곳일 필요는 없으나, 적어도 민법 제18조에서 정한 생활의 근거되는 곳으로서 다른 장소와 구별되는 정도의 표시를 갖추어야 한다(대법원 2014. 9. 26. 선고 2012다71688 판결).”고 판시한 바 있습니다. 따라서 주소의 기재가 빠진 유언장은 주소의 자서라는 요건을 결여하여 무효이므로, 그 효력이 인정될 수 없습니다."
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,"저는 10년 전부터 甲의 후처로 들어와 혼인신고 없이 동거인으로 살고 있는데, 甲은 그의 사후에 저의 생활안정을 배려한다면서 “자신이 소유한 부동산 1필지를 사후에 증여하겠다.”는 취지의 각서를 자필로 작성하여 저에게 교부하였습니다. 위와 같은 각서로도 유언의 효력이 인정되는지요?","「민법」은 유언의 존재여부를 분명히 하고 위조, 변조를 방지할 목적으로 일정한 방식에 의한 유언에 대해서만 그 효력을 인정하고 있습니다. 민법에 규정된 유언의 방식으로는 자필증서에 의한 유언, 녹음에 의한 유언, 공정증서에 의한 유언, 비밀증서에 의한 유언, 구수증서에 의한 유언이 있습니다(같은 법 제1065조).‘자필증서에 의한 유언’이란 유언 중에서 가장 간단한 방식이며, 그 요건은 유언자가 유언의 내용이 되는 전문과 연월일·주소·성명을 자신이 쓰고 날인한 유언서입니다(같은 법 제1066조). 이 유언은 자필하는 것이 절대적 요건이므로, 타인에게 구수(口授), 필기시킨 것, 타이프라이터나 점자기를 사용한 것은 자필증서로서 인정되지 않으며 따라서 무효입니다. 다만, 자기 스스로 썼다면 외국어나 속기문자를 사용한 것도, 그리고 가족에게 의문의 여지없는 정도의 의미가 명확한 관용어나 약자·약호를 사용한 유언도 유효합니다.유언서 작성 시 연월일도 반드시 자필로 기재하여야 하며 유언서 말미나 봉투에 기재하여도 무방하나 연월일이 없는 유언은 무효입니다. 연월일의 자필이 중요시되는 이유는, 첫째, 언제 유언이 성립되었느냐를 명확히 하고, 둘째, 유언자의 유언능력을 판단하는 표준시기를 알기 위하여, 셋째, 유언이 2통으로 작성된 경우에 전·후의 유언내용이 저촉되는 때에는, 뒤의 유언으로써 그 저촉되는 부분의 앞의 유언을 취소한 것으로 볼 수 있으므로, 어느 유언이 전·후의 것인지 명확히 하기 위함입니다. 그렇지만 연월일을 반드시 정확하게 기입할 필요는 없으며 ‘만 60세의 생일’이라든가 ‘몇 년의 조부 제사일에’라는 식으로 써도 상관없습니다.그러나 판례에 의하면, 연월만 표시하고 날의 기재를 하지 않은 유언은 무효입니다(대법원 2009.5.14., 선고, 2009다9768, 판결). 예컨대, ‘1954년 9월 길일’과 같은 기재는 날짜의 기재가 없는 것으로 무효가 됩니다.성명의 기재가 없는 유언서 또는 성명을 다른 사람이 쓴 유언서는 무효입니다. 여기서, 성명의 기재는 그 유언서가 누구의 것인가를 알 수 있는 정도면 되므로 호나 자, 예명(藝名) 등도 상관없습니다. 성과 이름을 다 쓰지 않더라도 유언자 본인의 동일성을 알 수 있는 경우에는 유효하지만, 성명의 자서(自書) 대신 자서를 기호화한 인형(印形) 같은 것을 날인한 것은 무효입니다. 또한, 자필증서에 의한 유언은 유언서의 전문과 연월일, 성명을 자서하고 도장찍는 것을 요건으로 하되 도장은 인감증명이 되어있는 실인(實印)일 필요는 없으며, 막도장도 좋고, 무인(拇印)도 무방하며 날인은 타인이 하여도 무방합니다. 사후 문자의 삽입·삭제·변경을 할 때에는 유언자가 자서하고 날인하여야 합니다(같은 법 제1066조 제2항). 그리고 위와 같은 자필증서를 보관한 자 또는 이를 발견한 자는 유언자의 사망 후 지체 없이 그 증서를 법원에 제출하여 검인을 받아야 합니다(같은 법 제1091조 제1항).판례는 “자필증서에 의한 유언은 유언자가 그 전문과 연월일·주소·성명을 자서(自書)하고 날인하여야 하는바(민법 제1066조 제1항), 유언자의 주소는 반드시 유언전문과 동일한 지편(紙片)에 기재하여야 하는 것은 아니고, 유언증서로서 일체성이 인정되는 이상 그 전문을 담은 봉투에 기재하더라도 무방하며, 그 날인은 무인에 의한 경우에도 유효하다. 유언증서에 문자의 삽입·삭제·변경을 함에는 유언자가 이를 자서하고 날인하여야 하나(민법 제1066조 제2항), 증서의 기재 자체로 보아 명백한 오기를 정정함에 지나지 아니하는 경우에는 그 정정 부분에 날인을 하지 않았다고 하더라도 그 효력에는 영향이 없다. 민법 제1091조 제1항에 규정된 유언증서에 대한 법원의 검인은 유언의 방식에 관한 사실을 조사함으로써 위조·변조를 방지하고 그 보존을 확실히 하기 위한 절차에 불과할 뿐 유언증서의 효력여부를 심판하는 절차가 아니고, 민법 제1092조는 봉인된 유언증서를 검인하는 경우 그 개봉절차를 규정한데 불과하므로, 적법한 유언증서는 유언자의 사망에 의하여 곧바로 그 효력이 발생하고 검인이나 개봉절차의 유무에 의하여 그 효력에 영향을 받지 않는다.”라고 하였습니다(대법원 1998. 5. 29. 선고 97다38503 판결, 1998. 6. 12. 선고 97다38510 판결).그러므로 위 사안에서 甲이 작성한 각서가 위와 같은 방식을 갖추고 사후에 부동산 1필지를 귀하에게 유증한다는 내용이라면 「민법」 제1066조의 자필증서에 의한 유언에 해당하여 유언의 효력이 있을 것으로 보입니다.참고로 자필증서에 의한 유언의 모든 요건이 충족되어 있으나 날인만이 빠진 상태의 유언장의 효력과 관련하여 판례는 “법정된 요건과 방식에 어긋난 유언은 그것이 유언자의 진정한 의사에 합치하더라도 무효이다. 민법 제1066조 제1항은 ‘자필증서에 의한 유언은 유언자가 그 전문과 연월일, 주소, 성명을 자서하고 날인하여야 한다.’고 규정하고 있으므로, 유언자의 날인이 없는 유언장은 자필증서에 의한 유언으로서의 효력이 없다.”라고 하였습니다(대법원 2006. 9. 8. 선고 2006다25103, 25110 판결, 2007. 10. 25. 선고 2006다12848 판결). 한편, 헌법재판소는 자필증서에 의한 유언에 있어서 민법 제1066조 제1항 중 ‘주소’와 ‘날인’ 부분이 유언자의 재산권과 일반적 행동자유권을 침해하지 않는다고 판단하였습니다(헌법재판소 2008. 3. 27. 선고 2006헌바82 결정, 2008. 12. 26. 선고 2007헌바128 결정)."
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,"저희 아버지가 사망하시면서 유언으로 소유하고 있는 주택을 저에게 증여하겠다고 공정증서를 작성해 놓고 돌아가셨습니다. 그런데 민법상 공정증서에 의한 유언의 경우에도&nbsp; 증인이 필요하다고 하던데, 당시 아버지로부터 부탁받은 친구 두분 중 한 분이 사정이 생겨 참석하지 못하시면서 할 수 없이 제가 증인으로 대신 참여했습니다. 이러한 유언도 유효하다고 볼 수 있는지요?","☞ 유언의 내용에 의하면 아들인 귀하가 직접 유증에 의하여 재산을 받도록 되어 있어, 이는 「공증인법」제33조 제3항 제4호에 의하여 직접 촉탁사항에 관하여 이해관계가 있는 사람이 증인이 된 경우에 해당됩니다. 귀하는 증인결격자에 해당하고 증인결격자가 참석하여 작성한 증언은 무효라고 할 것입니다민법은 유언에 관하여 5가지 유언의 방식을 규정하고 있습니다. 그 중 자필증서에 의한 유언에는 증인이 참여할 필요가 없고, 그 밖의 4가지 유언에는 항상 증인 2명이 참여하여 기명날인하여야 합니다. 다만 녹음에 의한 유언에는 참여증인의 숫자를 명시하지 않고 있습니다. 유언 작성시에 증인이 참여하도록 규정한 취지는 유언이 유효하게 이루어지도록 하고, 유언내용의 진실성을 증명하고 담보하기 위한 것입니다.비밀증서, 녹음, 구수증서에 의한 유언의 경우와는 달리 공정증서에 의한 유언의 경우 증인의 자격에 대하여는「민법」제1072호 제2항에서「공증인법」제33조 제3항에 의한 공증참여인 결격자는 증인이 될 수 없도록 규정하고 있습니다. 따라서 위 조항에 따라 미성년자, 시각장애인, 문자를 해득하지 못하는 사람, 서명할 수 없는 사람, 촉탁사항에 관하여 이해관계가 있는 사람, 촉탁사항에 관하여 대리인ㆍ보조인이거나 대리인?보조인이었던 사람 공증인의 친족, 피고용인 또는 동거인, 공증인의 보조자는 증인결격자들입니다 (공증인법 제33조 제3항 제1호 내지 제7호)."
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,치매 상태에서 작성된 유언공정증서의 효력,"유언자가 치매라는 이유만으로 모두 유언공정증서의 효력을 부인할 수 있는 것은 아닙니다. 치매로 인해 유언자가 정상의 범주에 속하지 않더라도 의식상태가 명료하고 인지능력이 유지되고 있다는 사실이 인정된다면 의사무능력이 입증되었다고 볼 수 없으므로 유언공정증서의 효력이 인정될 수 있습니다.(대법원 2014. 3. 13. 선고 2009다53093, 2009다 53109판결)"
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,컴퓨터로 작성한 유언장의 효력,"민법 제1066조 이하에 따라 자필증서, 녹음, 공정증서, 비밀증서, 구수증서로 유언을 작성할 수 있습니다. 컴퓨터로 작성한 것은 자필증서등에 해당하지 않지만, 민법 제1069조에 따라 비밀증서에 의한 유언은 유언자가 필자의 성명을 기입한 증서를 엄봉날인하고 이를 2인 이상의 증인의 면전에 제출하여 자기의 유언서임을 표시한 후 그 봉서표면에 제출연월일을 기재하고 유언자와 증인이 각자 서명 또는 기명날인하여야 합니다. 따라서 이에 요건에 부합한다면 유언으로 인정받을 수도 있습니다."
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,컴퓨터로 작성한 유언장의 효력 여부,"자필증서에 의한 유언이 그 효력을 인정받기 위해서는 유언자가 그 유언의 전체 내용과 연월일, 주소, 성명을 본인의 글씨로 직접 쓰고(自書) 날인해야 합니다. 따라서 컴퓨터 등을 이용해서 만든 것은 자필증서라고 볼 수 없으므로 그 유언은 무효가 됩니다."
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅱ.유언의방식,"피상속인이 사망 전에 말(구두)로 유언을 하고 상속인 중 1인이 이를 받아쓰고 피상속인이 받아쓴 종이에 서명, 날인한 경우 구수증서로서의 유언의 효력이 있는지","구수증서(口授證書)에 의한 유언은 질병 기타 급박한 사유로 보통의 방식에 의하여 유언할 수 없는 경우에 유언자가 2인 이상의 증인의 참여로 그 중 1인에게 유언의 취지를 구수하고, 그 구수를 받은 사람이 이를 필기·낭독하여 유언자와 증인이 그 정확함을 승인한 후 각자가 서명 또는 기명·날인하는 방법의 유언입니다(민법 제1070조 제1항).이와 같은 방식을 갖추지 못한 경우 유언은 무효입니다."
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅲ.유언의효력,"甲은 유언증서를 작성한 후 재혼하였고, 유언증서에서 유증하기로 한 일부 재산을 처분하였습니다. 그렇다면 甲이 종전의 유언을 철회한 것으로 볼 수 있는지요?","민법 제1109조는 “전후의 유언이 저촉되거나 유언후의 생전행위가 유언과 저촉되는 경우에는 그 저촉된 부분의 전유언은 이를 철회한 것으로 본다.”고 규정하고 있습니다. 그리고 그 구체적 판단과 관련하여 대법원은 “망인이 유언증서를 작성한 후 재혼하였다거나, 유언증서에서 유증하기로 한 일부 재산을 처분한 사실이 있다고 하여 다른 재산에 관한 유언을 철회한 것으로 볼 수 없다(대법원 1998. 05. 29. 선고 97다38503 판결).”고 판시한 바 있습니다.따라서 처분하지 않은 다른 재산에 관한 甲의 종전의 유언은 여전히 유효하며, 이를 철회하였다고 볼 수 없습니다."
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅲ.유언의효력,유언을 철회할 수 있는지,민법 제1108조에 따라 유언자는 언제든지 유언 또는 생전행위로써 유언의 전부나 일부를 철회할 수 있습니다. 또한 유언자는 그 유언을 철회할 권리를 포기할 수도 없습니다. 또한 민법 제1110조에 따라 유언자가 고의로 유언증서 또는 유증의 목적물을 파훼한 때에는 그 파훼한 부분에 관한 유언은 이를 철회한 것으로 봅니다.
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅲ.유언의효력,유언의 무효·취소사유는 무엇인가요,유언의 무효 사유1.「민법」이 정한 일정한 방식을 갖추지 않은 유언인 경우2.유언능력이 없는 사람의 유언(만 17세 미만인 사람 또는 의사능력이 없는 사람의 유언)인 경우3.유언의 내용이 사회질서·강행법규에 위반하는 경우유언의 취소 사유1.유언자가 법률행위의 내용의 중요부분에 착오를 일으켜 유언을 한 경우2.유언자가 사기 또는 강박에 의해 유언을 한 경우3.유언이 부담부 유증으로 이루어진 경우 이 유증을 받은 사람이 그 부담의무를 이행하지 않은 경우
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅲ.유언의효력,유언의 철회,민법 제1109조는 “전후의 유언이 저촉되거나 유언후의 생전행위가 유언과 저촉되는 경우에는 그 저촉된 부분의 전유언은 이를 철회한 것으로 본다.”고 규정하고 있습니다.
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅲ.유언의효력,유언의 파훼,민법 제1110조에 따라 유언자가 고의로 유언증서 또는 유증의 목적물을 파훼한 때에는 그 파훼한 부분에 관한 유언은 이를 철회한 것으로 봅니다.
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅲ.유언의효력,유언증서의 멸실·분실로 인한 유언의 실효 여부,"유언자가 유언을 철회한 것으로 볼 수 없는 이상, 유언증서가 그 성립 후에 멸실되거나 분실되었다는 사유만으로 유언이 실효되는 것은 아니고 이해관계인은 유언증서의 내용을 입증하여 유언의 유효를 주장할 수 있습니다(대법원 1996. 9. 20. 선고 96다21119 판결)"
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅲ.유언의효력,조건부 유언의 효력발생시기,민법 제1073조에 따라 유언은 유언자가 사망한 때로부터 그 효력이 생깁니다. 한편 유언에 정지조건이 있는 경우에는 그 조건이 유언자의 사망후에 성취한 때에는 그 조건성취한 때로부터 유언의 효력이 생깁니다.
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅳ.유증,상속재산 중 특정재산을 상속인이 아닌 자에게 주려고 합니다. 특별한 절차가 필요한가요?,"""유증""이란 유언으로 아무런 대가를 받지 않고 자기의 재산상 이익을 타인에게 주는 것을 말합니다. 즉 유증은 유언으로 재산을 남에게 증여하는 단독행위입니다. 예컨대 나의 재산 중 강남 00빌딩은 홍길동에게 주겠다""라는 유언이 그 예가 됩니다. 유증은 유언자의 단독행위이므로 수유자가 이를 알든 모르든 그의 의사와 관계없이 유언자의 사망과 동시에 당연히 그 효력이 생기게 됩니다. 다만 유증은 유언과 같이 엄격한 방식으로 이루어져야 하며, 유류분이라는 제도에 의해 제한받을 수 있습니다. 유증자는 유증의 일부 또는 전부를 유언 또는 생전행위로써 언제든지 임의로 철회할 수 있습니다(「민법」 제1108조). 또한 수유자(유증된 재산을 받을 자)에게 유증받기를 강제할 수 없으므로 민법 제1074조에 의해 승인과 포기의 자유를 인정하고 있습니다. "
상속과유언>유언과유류분>유언의방식과효력(유증포함)>Ⅳ.유증,태아에게 유언으로 재산을 물려 줄 수 있는지요,"태아는 유증에 관하여 이미 출생한 것으로 봅니다(민법 제1064조, 제1000조)."
